156,1863 72ND STREET                         ,New York,NY,11204
157,946 E 96TH ST                            ,New York,NY,11236
158,940 EAST 58TH STREET                     ,New York,NY,11234
159,448 SAPPHIRE STREET                      ,New York,NY,11208
160,230 EAST 43RD STREET                     ,New York,NY,11203
161,25 PRESTON COURT                         ,New York,NY,11234
162,648 EAST 93RD   STREET                   ,New York,NY,11236
163,1333 EAST 91 STREET                      ,New York,NY,11236
164,1718 ALBANY AVENUE                       ,New York,NY,11210
165,2120 EAST 34TH   STREET                  ,New York,NY,11234
166,1161 BROOKLYN AVENUE                     ,New York,NY,11203
167,794 TROY AVE                             ,New York,NY,11203
168,4135 KINGS HIGHWAY                       ,New York,NY,11234
169,319 ARLINGTON AVENUE                     ,New York,NY,11208
170,514 HERKIMER STREET                      ,New York,NY,11213
171,375 VERMONT STREET                       ,New York,NY,11207
172,7714 12TH AVENUE                         ,New York,NY,11228
173,476 HENDRIX ST                           ,New York,NY,11207
174,2477 GERRITSEN AVENUE                    ,New York,NY,11229
175,2402 SNYDER AVENUE                       ,New York,NY,11226
176,43 BRIGHTON 5TH COURT                    ,New York,NY,11235
177,3120 AVENUE M                            ,New York,NY,11210
178,1436 EAST 54TH   STREET                  ,New York,NY,11234
179,142 EAST 91ST STREET                     ,New York,NY,11212
180,240 EAST 45TH   STREET                   ,New York,NY,11203
181,964 EAST 58TH STREET                     ,New York,NY,11234
182,964 EAST 34TH   STREET                   ,New York,NY,11210
183,1363 EAST 58TH   STREET                  ,New York,NY,11234
184,32 VILLAGE ROAD SOUTH                    ,New York,NY,11223
185,450 EAST 43RD   STREET                   ,New York,NY,11203
186,24 DURLAND                               ,New York,NY,11236
187,146 GRAFTON STREET                       ,New York,NY,11212
188,956 EAST 87TH STREET                     ,New York,NY,11236
189,54 EAST 40TH   STREET                    ,New York,NY,11203
190,1101 DUMONT AVENUE                       ,New York,NY,11208
191,1161 REMSEN AVE                          ,New York,NY,11236
192,274 EAST 52 STREET                       ,New York,NY,11203
193,1731 EAST 38TH   STREET                  ,New York,NY,11234
194,1097 EAST 95TH STREET                    ,New York,NY,11236
195,383 ELDERTS LANE                         ,New York,NY,11208
196,16 LAKE AVENUE                           ,New York,NY,11235
197,22 EAST 42ND   STREET                    ,New York,NY,11203
198,2739 HARING STREET                       ,New York,NY,11235
199,1182 JEFFERSON AVENUE                    ,New York,NY,11221
200,1267 37TH   STREET                       ,New York,NY,11218
201,67 HERZL STREET                          ,New York,NY,11212
202,732 LOGAN STREET                         ,New York,NY,11208
203,9306 FARRAGUT ROAD                       ,New York,NY,11236
204,1755 ALBANY AVENUE                       ,New York,NY,11210
205,766 DREW STREET                          ,New York,NY,11208
206,2180 WEST 6TH STREET                     ,New York,NY,11223
207,355 SHEFFIELD AVENUE                     ,New York,NY,11207
208,2819 BROWN STREET                        ,New York,NY,11235
209,293 NEW JERSEY AVENUE                    ,New York,NY,11207
210,42 BEACON COURT                          ,New York,NY,11229
211,465 EAST 52ND   STREET                   ,New York,NY,11203
212,243 FOUNTAIN AVENUE                      ,New York,NY,11208
213,313 AMBER STREET                         ,New York,NY,11208
214,37 PAERDEGAT SIXTH ST                    ,New York,NY,11236
215,647 EAST 77TH STREET                     ,New York,NY,11236
216,612 HART STREET                          ,New York,NY,11221
217,4803 AVENUE K                            ,New York,NY,11234
218,727 ASHFORD STREET                       ,New York,NY,11207
219,77 EAST 54 STREET                        ,New York,NY,11203
220,601 VAN SICLEN AVENUE                    ,New York,NY,11207
221,83 BARTLETT PLACE                        ,New York,NY,11229
222,890 CLARKSON AVENUE                      ,New York,NY,11203
223,2257 MACDONALD AVENUE                    ,New York,NY,11223
224,1640 TROY AVENUE                         ,New York,NY,11234
225,753 SARATOGA AVENUE                      ,New York,NY,11212
226,1346 EAST 85TH   STREET                  ,New York,NY,11236
227,1035 EAST 102 STREET                     ,New York,NY,11236
228,1271 EAST 59TH   STREET                  ,New York,NY,11234
229,501 EAST 51ST   STREET                   ,New York,NY,11203
230,921 EAST 104 STREET                      ,New York,NY,11236
231,1227 ALBANY AVENUE                       ,New York,NY,11203
232,40 CELESTE COURT                         ,New York,NY,11229
233,268 CHESTER STREET                       ,New York,NY,11212
234,1728 ROCKAWAY PARKWAY                    ,New York,NY,11236
235,773 LINDEN BOULEVARD                     ,New York,NY,11203
236,1219 EAST 59TH   STREET                  ,New York,NY,11234
237,371 GREENE AVENUE                        ,New York,NY,11216
238,9208 AVENUE L                            ,New York,NY,11236
239,485 THATFORD AVE                         ,New York,NY,11212
240,8714 FLATLANDS AVENUE                    ,New York,NY,11236
241,17 WEBERS COURT                          ,New York,NY,11235
242,543 EAST 43RD   STREET                   ,New York,NY,11203
243,626 CLEVELAND STREET                     ,New York,NY,11208
244,287 LOGAN STREET                         ,New York,NY,11208
245,143 EAST 59TH STREET                     ,New York,NY,11203
246,726 VERMONT STREET                       ,New York,NY,11207
247,1048 RALPH AVENUE                        ,New York,NY,11236
248,734 VERMONT STREET                       ,New York,NY,11207
249,116 BRANTON STREET                       ,New York,NY,11236
250,661 MOTHER GASTON BLVD                   ,New York,NY,11212
251,425 NEW LOTS AVENUE                      ,New York,NY,11207
252,555 PINE STREET                          ,New York,NY,11208
253,1334 DECATUR STREET                      ,New York,NY,11237
254,9204 AVENUE K                            ,New York,NY,11236
255,3806 CLARENDON ROAD                      ,New York,NY,11203
256,1616 48TH STREET                         ,New York,NY,11204
257,1719 EAST 53RD STREET                    ,New York,NY,11234
258,591 ESSEX STREET                         ,New York,NY,11208
259,383 ELDERT LANE                          ,New York,NY,11208
260,535 ASHFORD STREET                       ,New York,NY,11207
261,238 EAST 43RD   STREET                   ,New York,NY,11203
262,239 WARWICK STREET                       ,New York,NY,11207
263,242 VAN BRUNT STREET                     ,New York,NY,11231
264,329 53RD   STREET                        ,New York,NY,11220
265,908 DUMONT AVENUE                        ,New York,NY,11207
266,1350 PACIFIC STREET                      ,New York,NY,11216
267,3411 BEVERLY ROAD                        ,New York,NY,11203
268,139 DUMONT AVENUE                        ,New York,NY,11212
269,456 EAST 52ND STREET                     ,New York,NY,11203
270,106 GAIN COURT                           ,New York,NY,11229
271,567 BRADFORD STREET                      ,New York,NY,11207
272,2026 EAST 63RD   STREET                  ,New York,NY,11234
273,634 CLEVELAND STREET                     ,New York,NY,11208
274,430 100TH STREET                         ,New York,NY,11209
275,597 OSBORN                               ,New York,NY,11212
276,541 CHRISTOPHER AVENUE                   ,New York,NY,11212
277,269 EAST 34TH STREET                     ,New York,NY,11203
278,2826 WEST 22ND   STREET                  ,New York,NY,11224
279,3182 AVENUE W                            ,New York,NY,11229
280,6216 MILL LANE                           ,New York,NY,11234
281,9206 ROST PLACE                          ,New York,NY,11236
282,114 BEACON COURT                         ,New York,NY,11229
283,1050 BARBEY STREET                       ,New York,NY,11207
284,119 SUYDAM STREET                        ,New York,NY,11221
285,227 WARWICK STREET                       ,New York,NY,11207
286,967 BROOKLYN AVENUE                      ,New York,NY,11203
287,215 MONTAUK AVENUE                       ,New York,NY,11208
288,3219 AVENUE S                            ,New York,NY,11234
289,1938 EAST 19                             ,New York,NY,11229
290,327 EAST 28TH STREET                     ,New York,NY,11226
291,3712 BAY VIEW AVENUE                     ,New York,NY,11224
292,229 JACKSON STREET                       ,New York,NY,11211
293,626 LIBERTY AVENUE                       ,New York,NY,11207
294,640 CLEVELAND STREET                     ,New York,NY,11208
295,642 CLEVELAND STREET                     ,New York,NY,11208
296,24 BEACON COURT                          ,New York,NY,11229
297,554 COURT STREET                         ,New York,NY,11231
298,786 EAST 35TH STREET                     ,New York,NY,11210
299,1716 DEAN ST                             ,New York,NY,11213
300,845A MADISON STREET                      ,New York,NY,11221
301,1040 EAST 13TH STREET                    ,New York,NY,11230
302,179 ATKINS AVENUE                        ,New York,NY,11208
303,984 UTICA AVENUE                         ,New York,NY,11203
304,216 BRISTOL STREET                       ,New York,NY,11212
305,821 ALBANY AVENUE                        ,New York,NY,11203
306,2083 PACIFIC STREET                      ,New York,NY,11233
307,369 EUCLID AVENUE                        ,New York,NY,11208
308,2159 HENDRICKSON STREET                  ,New York,NY,11234
309,560 EAST 31ST STREET                     ,New York,NY,11210
310,494 ELTON STREET                         ,New York,NY,11208
311,10219 AVENUE L                           ,New York,NY,11236
312,107 CHESTNUT STREET                      ,New York,NY,11208
313,512 SCHENCK AVENUE                       ,New York,NY,11207
314,1075 EAST 51ST STREET                    ,New York,NY,11234
315,61 NICHOLS AVENUE                        ,New York,NY,11208
316,1324 EAST 103RD STREET                   ,New York,NY,11236
317,1321 EAST 85TH STREET                    ,New York,NY,11236
318,636 BELMONT AVENUE                       ,New York,NY,11207
319,121 EUCLID AVENUE                        ,New York,NY,11208
320,271 HEMLOCK STREET                       ,New York,NY,11208
321,1596 EAST 46TH   STREET                  ,New York,NY,11234
322,487 POWELL STREET                        ,New York,NY,11212
323,494 CHAUNCEY STREET                      ,New York,NY,11233
324,3008 AVENUE J                            ,New York,NY,11210
325,1365 EAST 93 STREET                      ,New York,NY,11236
326,1913 WEST 8TH STREET                     ,New York,NY,11223
327,737 VANDALIA AVENUE                      ,New York,NY,11239
328,739 VANDALIA AVENUE                      ,New York,NY,11239
329,751 VANDALIA AVENUE                      ,New York,NY,11239
330,753 VANDALIA AVENUE                      ,New York,NY,11239
331,755 VANDALIA AVENUE                      ,New York,NY,11239
332,747 VANDALIA AVENUE                      ,New York,NY,11239
333,749 VANDALIA AVENUE                      ,New York,NY,11239
334,757 VANDALIA AVENUE                      ,New York,NY,11239
335,761 VANDALIA AVENUE                      ,New York,NY,11239
336,723 VANDALIA AVENUE                      ,New York,NY,11239
337,741 VANDALIA AVENUE                      ,New York,NY,11239
338,743 VANDALIA AVENUE                      ,New York,NY,11239
339,745 VANDALIA AVENUE                      ,New York,NY,11239
340,759 VANDALIA AVENUE                      ,New York,NY,11239
341,699 VANDALIA AVENUE                      ,New York,NY,11239
342,701 VANDALIA AVENUE                      ,New York,NY,11239
343,705 VANDALIA AVENUE                      ,New York,NY,11239
344,707 VANDALIA AVENUE                      ,New York,NY,11239
345,717 VANDALIA AVENUE                      ,New York,NY,11239
346,703 VANDALIA AVENUE                      ,New York,NY,11239
347,713 VANDALIA AVENUE                      ,New York,NY,11239
348,695 VANDALIA AVENUE                      ,New York,NY,11239
349,709 VANDALIA AVENUE                      ,New York,NY,11239
350,721 VANDALIA AVENUE                      ,New York,NY,11239
351,735 VANDALIA AVENUE                      ,New York,NY,11239
352,697 VANDALIA AVENUE                      ,New York,NY,11239
353,711 VANDALIA AVENUE                      ,New York,NY,11239
354,715 VANDALIA AVENUE                      ,New York,NY,11239
355,725 VANDALIA AVENUE                      ,New York,NY,11239
356,727 VANDALIA AVENUE                      ,New York,NY,11239
357,729 VANDALIA AVENUE                      ,New York,NY,11239
358,21 BARTLETT PLACE                        ,New York,NY,11229
359,1321 ALBANY AVENUE                       ,New York,NY,11203
360,334 BRADFORD STREET                      ,New York,NY,11207
361,73 EAST 91ST   STREET                    ,New York,NY,11212
362,711 HOWARD AVENUE                        ,New York,NY,11212
363,2268 WEST 7TH   STREET                   ,New York,NY,11223
364,1 EAST 88TH   STREET                     ,New York,NY,11236
365,4602 AVENUE M                            ,New York,NY,11234
366,1551 WEST 9TH   STREET                   ,New York,NY,11204
367,532 PINE STREET                          ,New York,NY,11208
368,258 EAST 86TH   STREET                   ,New York,NY,11236
369,91 CRYSTAL STREET                        ,New York,NY,11208
370,1904 FLATBUSH AVENUE                     ,New York,NY,11210
371,881 EAST 94TH   STREET                   ,New York,NY,11236
372,572 POWELL STREET                        ,New York,NY,11212
373,2039 EAST 65 STREET                      ,New York,NY,11234
374,1023 EAST 94TH   STREET                  ,New York,NY,11236
375,1362 EAST 103 STREET                     ,New York,NY,11236
376,1311 EAST NEW YORK AVENUE                ,New York,NY,11212
377,1414 EAST 15TH   STREET                  ,New York,NY,11230
378,135 EAST 35TH   STREET                   ,New York,NY,11203
379,652 SARATOGA AVENUE                      ,New York,NY,11212
380,226 GRANT AVENUE                         ,New York,NY,11208
381,372 VERMONT STREET                       ,New York,NY,11207
382,1878 STRAUSS STREET                      ,New York,NY,11212
383,5807 AVENUE M                            ,New York,NY,11234
384,2791 FORD STREET                         ,New York,NY,11235
385,1940 EAST 33RD STREET                    ,New York,NY,11234
386,3418 AVENUE D                            ,New York,NY,11203
387,54 HALE AVENUE                           ,New York,NY,11208
388,1331 EAST 95TH   STREET                  ,New York,NY,11236
389,1368 54TH                                ,New York,NY,11219
390,1494 EAST 53RD STREET                    ,New York,NY,11234
391,362 EAST 28TH STREET                     ,New York,NY,11226
392,1131 EAST 99TH STREET                    ,New York,NY,11236
393,376 DECATUR STREET                       ,New York,NY,11233
394,314 10TH STREET                          ,New York,NY,11215
395,439 E 42ND ST                            ,New York,NY,11203
396,937 BLAKE AVENUE                         ,New York,NY,11207
397,245 BRISTOL STREET                       ,New York,NY,11212
398,1237 EAST 98TH STREET                    ,New York,NY,11236
399,995 EAST 52ND   STREET                   ,New York,NY,11234
400,1736 EAST 54TH   STREET                  ,New York,NY,11234
401,1184 EAST 46TH   STREET                  ,New York,NY,11234
402,114 ASTER COURT                          ,New York,NY,11229
403,745 BARBEY STREET                        ,New York,NY,11207
404,341 WINTHROP STREET                      ,New York,NY,11225
405,137 GRAFTON STREET                       ,New York,NY,11212
406,2752 FULTON STREET                       ,New York,NY,11207
407,1243 EAST 57 STREET                      ,New York,NY,11234
408,1068 RALPH AVENUE                        ,New York,NY,11236
409,1315 EAST 55TH ST                        ,New York,NY,11234
410,847 EAST 51ST STREET                     ,New York,NY,11203
411,471 SHEPHERD AVENUE                      ,New York,NY,11208
412,1636 EASTERN PARKWAY                     ,New York,NY,11233
413,1316 EAST 85TH   STREET                  ,New York,NY,11236
414,733 SARATOGA AVENUE                      ,New York,NY,11212
415,733 VANDALIA AVENUE                      ,New York,NY,11239
416,693 VANDALIA AVENUE                      ,New York,NY,11239
417,731 VANDALIA AVENUE                      ,New York,NY,11239
418,763 VANDALIA AVENUE                      ,New York,NY,11239
419,48 GOTHAM AVENUE                         ,New York,NY,11229
420,366 MONTAUK AVENUE                       ,New York,NY,11208
421,771 DREW                                 ,New York,NY,11208
422,754 NEW JERSEY AVENUE                    ,New York,NY,11207
423,29 LEGION STREET                         ,New York,NY,11212
424,715 LEXINGTON AVENUE                     ,New York,NY,11221
425,660 GEORGIA AVENUE                       ,New York,NY,11207
426,3906 AVENUE D                            ,New York,NY,11203
427,2199 TROY AVENUE                         ,New York,NY,11234
428,696 MIDWOOD STREET                       ,New York,NY,11203
429,2431 BRIGHAM STREET                      ,New York,NY,11235
430,6 MARGINAL STREET WEST                   ,New York,NY,11207
431,108A SOMERS STREET                       ,New York,NY,11233
432,83 SACKMAN STREET                        ,New York,NY,11233
433,2823 BRIGHTON 6TH STREET                 ,New York,NY,11235
434,1052 NEW YORK AVE                        ,New York,NY,11203
435,679 CLEVELAND STREET                     ,New York,NY,11208
436,1749 EAST 55TH STREET                    ,New York,NY,11234
437,1242 EAST 103RD STREET                   ,New York,NY,11236
438,304 HEMLOCK STREET                       ,New York,NY,11208
439,1058 REMSEN AVENUE                       ,New York,NY,11236
440,519 MILLER AVENUE                        ,New York,NY,11207
441,499 LENOX ROAD                           ,New York,NY,11203
442,156 LINWOOD STREET                       ,New York,NY,11208
443,1084 EAST 39TH STREET                    ,New York,NY,11210
444,768 THOMAS S BOYLAND ST                  ,New York,NY,11212
445,1685 TROY AVENUE                         ,New York,NY,11234
446,772 42ND   STREET                        ,New York,NY,11232
447,22 LOIS AVE                              ,New York,NY,11229
448,1132 BANNER AVENUE                       ,New York,NY,11235
449,1529 EAST 56TH STREET                    ,New York,NY,11234
450,1539 EAST 59TH   STREET                  ,New York,NY,11234
451,1696 TROY AVENUE                         ,New York,NY,11234
452,958 BROOKLYN AVENUE                      ,New York,NY,11203
453,26 WEIRFIELD STREET                      ,New York,NY,11221
454,1511 EMMONS AVENUE                       ,New York,NY,11235
455,1892 STRAUSS STREET                      ,New York,NY,11212
456,48 ROCHESTER AVENUE                      ,New York,NY,11233
457,1141 EAST 100TH STREET                   ,New York,NY,11236
458,387 WARWICK STREET                       ,New York,NY,11207
459,464 PENNSYLVANIA AVENUE                  ,New York,NY,11207
460,744 SARATOGA AVENUE                      ,New York,NY,11212
461,10539 FLATLANDS 1 STREET                 ,New York,NY,11236
462,2029 EAST 55TH STREET                    ,New York,NY,11234
463,1298 EAST 95TH STREET                    ,New York,NY,11236
464,956 ALBANY AVE                           ,New York,NY,11203
465,1257 EAST 102 STREET                     ,New York,NY,11236
466,577 EAST 42ND STREET                     ,New York,NY,11203
467,954 BROOKLYN AVENUE                      ,New York,NY,11203
468,1115 EAST 101ST STREET                   ,New York,NY,11236
469,4613 FOSTER AVENUE                       ,New York,NY,11203
470,367 EAST 51ST   STREET                   ,New York,NY,11203
471,666 CHAUNCEY STREET                      ,New York,NY,11207
472,704 NEW JERSEY AVENUE                    ,New York,NY,11207
473,1517 EAST 95TH   STREET                  ,New York,NY,11236
474,1370 EAST 54TH STREET                    ,New York,NY,11234
475,1370 EAST 96TH STREET                    ,New York,NY,11236
476,10823 FLATLANDS 9 STREET                 ,New York,NY,11236
477,956 EAST 95TH   STREET                   ,New York,NY,11236
478,2699 WEST 36 STREET                      ,New York,NY,11224
479,2032 EAST 64TH STREET                    ,New York,NY,11234
480,1710 EAST NEW YORK AVENUE                ,New York,NY,11212
481,136 GLEN STREET                          ,New York,NY,11208
482,916 EAST 80TH   STREET                   ,New York,NY,11236
483,1043 EAST 39TH   STREET                  ,New York,NY,11210
484,3507 SNYDER AVENUE                       ,New York,NY,11203
485,3025 BRIGHTON 6TH STREET                 ,New York,NY,11235
486,122 THOMAS BOYLAND STREE                 ,New York,NY,11233
487,460 CHESTNUT STREET                      ,New York,NY,11208
488,639 EAST 43RD STREET                     ,New York,NY,11203
489,371 EAST 98TH   STREET                   ,New York,NY,11212
490,1019 SCHENCK AVENUE                      ,New York,NY,11207
491,1247 EAST 88 STREET                      ,New York,NY,11236
492,2685 PITKIN AVENUE                       ,New York,NY,11208
493,2735 EAST 63RD STREET                    ,New York,NY,11234
494,1068 EAST 37TH STREET                    ,New York,NY,11210
495,455 EAST 56TH   STREET                   ,New York,NY,11203
496,1177 73RD   STREET                       ,New York,NY,11228
497,4217 AVENUE M                            ,New York,NY,11234
498,2974 GERRITSEN AVENUE                    ,New York,NY,11229
499,318 EAST 91ST   STREET                   ,New York,NY,11212
500,647A KNICKERBOCKER AVENUE                ,New York,NY,11221
501,1111 CLARKSON AVENUE                     ,New York,NY,11212
502,191-193 27TH AVENUE                      ,New York,NY,11214
503,413 47TH STREET                          ,New York,NY,11220
504,1801 NOSTRAND AVENUE                     ,New York,NY,11226
505,954 EAST 45 STREET                       ,New York,NY,11203
506,2855 WEST 31ST   STREET                  ,New York,NY,11224
507,4015 FLATLANDS AVENUE                    ,New York,NY,11234
508,3078 AVENUE W                            ,New York,NY,11229
509,1092 EAST 43 STREET                      ,New York,NY,11210
510,1472 EAST 55TH STREET                    ,New York,NY,11234
511,1442 EAST 54TH   STREET                  ,New York,NY,11234
512,1798 SCHENECTADY AVE                     ,New York,NY,11234
513,546 EAST 48TH STREET                     ,New York,NY,11203
514,1150 EAST 53RD STREET                    ,New York,NY,11234
515,1769 EAST 35TH   STREET                  ,New York,NY,11234
516,1929 51ST   STREET                       ,New York,NY,11204
517,581 JEFFERSON AVENUE                     ,New York,NY,11221
518,1294 SCHENECTADY AVENUE                  ,New York,NY,11203
519,814 EAST 57TH STREET                     ,New York,NY,11234
520,1758 EAST 38TH STREET                    ,New York,NY,11234
521,2149 BEDFORD AVENUE                      ,New York,NY,11226
522,36 MARGINAL ST WEST                      ,New York,NY,11207
