ID,ADDRESS,CITY,STATE,ZIP CODE,LNG,LAT,NEIGHBORHOOD,BUILDING CLASS CATEGORY,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
753,943 GREENE AVENUE,Brooklyn,NY,11221,-73.92954,40.69089,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","2,400",1899,"590,000",3/23/17
754,4807 FOSTER AVENUE,Brooklyn,NY,11203,-73.93092,40.63969,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,150","3,026",1930,"590,000",3/23/17
755,165 LINWOOD STREET,Brooklyn,NY,11208,-73.88419,40.68184,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,"2,162","1,236",1910,"590,000",4/10/17
756,1525 KIMBALL STREET,Brooklyn,NY,11234,-73.93714,40.619415,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,422","1,152",1920,"590,000",4/13/17
757,2767 EAST 63RD STREET,Brooklyn,NY,11234,-73.914345,40.606693,MILL BASIN,01 ONE FAMILY DWELLINGS,"1,800","2,028",1965,"590,000",4/24/17
758,3049 BRIGHTON 8 STREET,Brooklyn,NY,11235,-73.96052,40.57902,BRIGHTON BEACH,01 ONE FAMILY DWELLINGS,"1,694",816,1910,"590,000",5/15/17
759,731 EAST 82ND STREET,Brooklyn,NY,11236,-73.912895,40.637463,CANARSIE,02 TWO FAMILY DWELLINGS,"2,150","2,058",1960,"592,000",4/4/17
760,2060 EAST 16TH STREET,Brooklyn,NY,11229,-73.95566,40.59985,MADISON,02 TWO FAMILY DWELLINGS,"1,626","1,672",1930,"592,000",5/12/17
761,661 EAST 104 STREET,Brooklyn,NY,11236,-73.898315,40.649662,CANARSIE,02 TWO FAMILY DWELLINGS,"1,600","1,760",2005,"594,000",3/9/17
762,2358 EAST 70TH STREET,Brooklyn,NY,11234,-73.90348,40.615166,BERGEN BEACH,01 ONE FAMILY DWELLINGS,"2,500","1,836",1970,"595,000",1/5/17
763,1253 HERKIMER ST,Brooklyn,NY,11233,-73.91207,40.677593,OCEAN HILL,03 THREE FAMILY DWELLINGS,"2,000","2,700",1920,"595,000",2/10/17
764,1291 EAST 92ND STREET,Brooklyn,NY,11236,-73.90175,40.63866,CANARSIE,02 TWO FAMILY DWELLINGS,"3,453","2,024",1955,"596,000",4/21/17
765,570 BRISTOL STREET,Brooklyn,NY,11212,-73.90951,40.657295,BROWNSVILLE,02 TWO FAMILY DWELLINGS,"2,000","1,840",1930,"599,000",2/15/17
766,1224 EAST 53RD STREET,Brooklyn,NY,11234,-73.925064,40.62926,FLATLANDS,02 TWO FAMILY DWELLINGS,"1,992","1,478",1950,"599,000",3/22/17
767,768 EAST 45TH STREET,Brooklyn,NY,11203,-73.93426,40.642612,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","1,464",1899,"599,000",5/18/17
768,809 AVENUE L,Brooklyn,NY,11230,-73.96698,40.61969,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,"2,500","3,700",1960,"600,000",1/3/17
769,902 MADISON STREET,Brooklyn,NY,11221,-73.921616,40.68804,OCEAN HILL,02 TWO FAMILY DWELLINGS,"1,667","2,001",1899,"600,000",1/9/17
770,1792 EAST 34TH STREET,Brooklyn,NY,11234,-73.93668,40.61228,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,850","1,728",1930,"600,000",1/10/17
771,172 HEYWARD STREET,Brooklyn,NY,11206,-73.95448,40.70274,WILLIAMSBURG-CENTRAL,02 TWO FAMILY DWELLINGS,"1,800","2,606",1899,"600,000",1/11/17
772,1438 EAST 102 STREET,Brooklyn,NY,11236,-73.88705,40.637222,CANARSIE,02 TWO FAMILY DWELLINGS,"2,000","2,760",1960,"600,000",1/12/17
773,206 NORWOOD AVENUE,Brooklyn,NY,11208,-73.87907,40.68141,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,394","1,940",1901,"600,000",1/12/17
774,1104 EAST 21ST STREET,Brooklyn,NY,11210,-73.95551,40.626575,MIDWOOD,01 ONE FAMILY DWELLINGS,"4,767","2,536",1925,"600,000",1/18/17
775,967 EAST 54TH STREET,Brooklyn,NY,11234,-73.924614,40.634315,FLATLANDS,02 TWO FAMILY DWELLINGS,"2,000","2,080",1960,"600,000",1/26/17
776,183 MCKINLEY AVENUE,Brooklyn,NY,11208,-73.86923,40.68021,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"1,800","2,080",1910,"600,000",1/31/17
777,196 EAST 91ST STREET,Brooklyn,NY,11212,-73.92669,40.660007,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,"2,000","1,896",1950,"600,000",2/7/17
778,58 BRADFORD STREET,Brooklyn,NY,11207,-73.89362,40.67828,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,500","1,456",1901,"600,000",2/13/17
779,23 AUTUMN AVENUE,Brooklyn,NY,11208,-73.87157,40.689617,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,767","3,540",2003,"600,000",2/14/17
780,1051 NEW YORK AVENUE,Brooklyn,NY,11203,-73.94633,40.647713,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,"1,967","1,800",1899,"600,000",2/15/17
781,156 11TH STREET,Brooklyn,NY,11215,-73.99227,40.67037,GOWANUS,02 TWO FAMILY DWELLINGS,"2,000","1,800",1920,"600,000",2/15/17
782,99 BELMONT AVE,Brooklyn,NY,11212,-73.906525,40.669003,BROWNSVILLE,02 TWO FAMILY DWELLINGS,"1,000","3,200",1899,"600,000",2/27/17
783,511 EAST 34TH STREET,Brooklyn,NY,11203,-73.944954,40.644054,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,000","1,312",1930,"600,000",3/1/17
784,615 AVENUE Y,Brooklyn,NY,11235,-73.963715,40.589108,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"2,167","1,627",1945,"600,000",3/6/17
785,452 CARLTON AVE,Brooklyn,NY,11238,-73.97092,40.68362,FORT GREENE,03 THREE FAMILY DWELLINGS,"1,960","2,700",1996,"600,000",3/8/17
786,22 KIELY PLACE,Brooklyn,NY,11208,-73.87263,40.68609,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"1,639","1,980",1901,"600,000",3/16/17
787,1314 EAST 28TH STREET,Brooklyn,NY,11210,-73.947365,40.618916,MIDWOOD,01 ONE FAMILY DWELLINGS,"2,000","1,326",1925,"600,000",3/20/17
788,854 EAST 95TH STREET,Brooklyn,NY,11236,-73.90859,40.648182,CANARSIE,02 TWO FAMILY DWELLINGS,"2,068","1,764",2001,"600,000",3/24/17
789,2035 EAST 53RD PLACE,Brooklyn,NY,11234,-73.92228,40.61175,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,"1,983","1,330",1960,"600,000",3/27/17
790,1266 NEW YORK AVENUE,Brooklyn,NY,11203,-73.94573,40.642067,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,973","1,985",1910,"600,000",3/28/17
791,5405 AVENUE O,Brooklyn,NY,11234,-73.92265,40.616867,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,"2,000","1,760",1920,"600,000",4/3/17
792,184 SUMPTER STREET,Brooklyn,NY,11233,-73.91748,40.680275,OCEAN HILL,02 TWO FAMILY DWELLINGS,"2,500","1,500",1910,"600,000",4/6/17
793,111 BAY 7TH STREET,Brooklyn,NY,11228,-74.013336,40.610004,BATH BEACH,03 THREE FAMILY DWELLINGS,"2,280","3,240",1930,"600,000",4/8/17
794,297 EAST 34TH STREET,Brooklyn,NY,11203,-73.945564,40.64974,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,"2,000","2,588",1940,"600,000",4/10/17
795,1019 WILLOUGHBY AVENUE,Brooklyn,NY,11221,-73.92846,40.699184,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,887","1,200",1910,"600,000",4/12/17
796,1618 COLEMAN STREET,Brooklyn,NY,11234,-73.9346,40.618214,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,000","1,105",1920,"600,000",4/14/17
797,754 MADISON ST,Brooklyn,NY,11221,-73.92781,40.687336,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","1,944",1910,"600,000",4/20/17
798,173 WARWICK STREET,Brooklyn,NY,11207,-73.88748,40.679817,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,438","1,454",1905,"600,000",4/21/17
799,190 ETNA STREET,Brooklyn,NY,11208,-73.87661,40.68609,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"1,737","1,656",1901,"600,000",4/25/17
800,503 LENOX ROAD,Brooklyn,NY,11203,-73.9419,40.65465,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,"2,576","1,312",1935,"600,000",4/28/17
801,1870 EAST 28TH STREET,Brooklyn,NY,11229,-73.94484,40.605606,MADISON,01 ONE FAMILY DWELLINGS,"3,000","1,395",1925,"600,000",5/2/17
802,40 BUFFALO AVENUE,Brooklyn,NY,11233,-73.9247,40.67797,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,600","1,784",1901,"600,000",5/18/17
803,440 CLEVELAND ST,Brooklyn,NY,11208,-73.88431,40.67397,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"1,550","3,108",1901,"601,577",4/6/17
804,2958 AVENUE T,Brooklyn,NY,11229,-73.9411,40.602814,MADISON,01 ONE FAMILY DWELLINGS,"1,600","1,540",1945,"605,000",1/17/17
805,1361 EAST 101ST STREET,Brooklyn,NY,11236,-73.889244,40.63811,CANARSIE,01 ONE FAMILY DWELLINGS,"4,650","1,416",1960,"605,000",4/20/17
806,1198 EAST 96TH STREET,Brooklyn,NY,11236,-73.89968,40.64153,CANARSIE,02 TWO FAMILY DWELLINGS,"2,000","1,476",1920,"605,000",4/24/17
807,192 RICHMOND STREET,Brooklyn,NY,11208,-73.8767,40.68269,CYPRESS HILLS,03 THREE FAMILY DWELLINGS,"3,000","3,420",1910,"605,583",1/17/17
808,2353 EAST 70TH STREET,Brooklyn,NY,11234,-73.903564,40.615257,BERGEN BEACH,01 ONE FAMILY DWELLINGS,"2,550","1,665",1970,"606,500",2/16/17
809,1457 EAST 23RD STREET,Brooklyn,NY,11210,-73.95143,40.61507,MIDWOOD,01 ONE FAMILY DWELLINGS,925,"1,212",1935,"607,000",4/27/17
810,726 EAST 93RD STREET,Brooklyn,NY,11236,-73.91346,40.65034,CANARSIE,02 TWO FAMILY DWELLINGS,"2,317","2,327",1935,"610,000",1/13/17
811,8670 19TH AVENUE,Brooklyn,NY,11214,-74.00194,40.60452,BATH BEACH,02 TWO FAMILY DWELLINGS,"2,223","2,520",1930,"610,000",1/17/17
812,9218 AVENUE L,Brooklyn,NY,11236,-73.89878,40.63642,CANARSIE,02 TWO FAMILY DWELLINGS,"1,722","3,400",1931,"610,000",2/27/17
813,5022 CLARENDON ROAD,Brooklyn,NY,11203,-73.92933,40.644444,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,550","2,560",1935,"610,000",3/16/17
814,502 MILFORD STREET,Brooklyn,NY,11208,-73.874176,40.666862,EAST NEW YORK,01 ONE FAMILY DWELLINGS,"2,000","1,664",1920,"610,000",3/21/17
815,2971 AVENUE S,Brooklyn,NY,11229,-73.94105,40.60527,MADISON,01 ONE FAMILY DWELLINGS,"1,520","1,541",1940,"610,000",4/6/17
816,360 EAST 25TH STREET,Brooklyn,NY,11226,-73.953415,40.641582,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,"2,000","1,936",1905,"610,000",4/14/17
817,8670 19TH AVENUE,Brooklyn,NY,11214,-74.00194,40.60452,BATH BEACH,02 TWO FAMILY DWELLINGS,"2,223","2,520",1930,"610,000",4/24/17
818,5310 CLARENDON ROAD,Brooklyn,NY,11203,-73.92653,40.64462,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","2,543",1955,"610,000",5/22/17
819,1838 RYDER STREET,Brooklyn,NY,11234,-73.93208,40.61375,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,000",875,1925,"610,000",5/24/17
820,1021 REMSEN AVENUE,Brooklyn,NY,11236,-73.90997,40.643837,CANARSIE,02 TWO FAMILY DWELLINGS,"2,000","1,530",1920,"610,650",3/24/17
821,560 LINCOLN AVENUE,Brooklyn,NY,11208,-73.867165,40.675606,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"2,950","4,200",1930,"610,950",3/10/17
822,1048 EAST 95TH STREET,Brooklyn,NY,11236,-73.904686,40.644672,CANARSIE,02 TWO FAMILY DWELLINGS,"2,500","1,086",1925,"615,000",1/27/17
823,187 ELTON STREET,Brooklyn,NY,11208,-73.88442,40.678993,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,500","1,720",1905,"615,000",2/10/17
824,61 SEBA AVENUE,Brooklyn,NY,11229,-73.921394,40.588818,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,"3,825","2,192",1920,"615,000",5/26/17
825,322 EAST 52ND STREET,Brooklyn,NY,11203,-73.92859,40.653164,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","2,274",1920,"615,000",5/30/17
826,663 GEORGIA AVENUE,Brooklyn,NY,11207,-73.89404,40.660267,EAST NEW YORK,01 ONE FAMILY DWELLINGS,"2,000","1,580",1899,"618,000",5/24/17
827,221 AUTUMN AVENUE,Brooklyn,NY,11208,-73.87044,40.684826,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"1,750","2,080",1899,"620,000",1/17/17
828,3652 SHORE PARKWAY,Brooklyn,NY,11235,-73.94027,40.58518,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"1,476","1,636",1945,"620,000",1/20/17
829,1765 EAST 35TH STREET,Brooklyn,NY,11234,-73.93639,40.613144,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,800","1,092",1935,"620,000",1/23/17
830,1869 EAST 31ST STREET,Brooklyn,NY,11234,-73.93737,40.609608,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,000","1,852",1935,"620,000",2/13/17
831,140 REMSEN AVENUE,Brooklyn,NY,11212,-73.92866,40.66059,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,"3,827","1,948",1940,"620,000",3/30/17
832,155 BERRIMAN STREET,Brooklyn,NY,11208,-73.88005,40.67496,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"1,833","1,620",1910,"620,000",4/12/17
833,260 SARATOGA AVENUE,Brooklyn,NY,11233,-73.916435,40.677055,OCEAN HILL,02 TWO FAMILY DWELLINGS,"1,593","1,920",1901,"620,000",4/24/17
834,316 OCEAN VIEW AVENUE,Brooklyn,NY,11235,-73.96441,40.579098,BRIGHTON BEACH,02 TWO FAMILY DWELLINGS,"2,000","1,408",1925,"620,000",5/12/17
835,27 STERLING STREET,Brooklyn,NY,11225,-73.95982,40.66258,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"2,000","1,680",1910,"623,000",3/22/17
836,1559 EAST 33RD STREET,Brooklyn,NY,11234,-73.94145,40.61548,MARINE PARK,02 TWO FAMILY DWELLINGS,"2,500","1,680",1925,"624,000",4/24/17
837,1069 HERKIMER STREET,Brooklyn,NY,11233,-73.91801,40.67792,OCEAN HILL,02 TWO FAMILY DWELLINGS,"1,667","1,740",1899,"625,000",1/4/17
838,826 BARBEY STREET,Brooklyn,NY,11207,-73.88397,40.662632,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"4,000","2,760",1930,"625,000",1/6/17
839,1645 HENDRICKSON STREET,Brooklyn,NY,11234,-73.93347,40.618324,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,000","1,400",1920,"625,000",1/17/17
840,2279 EAST 18TH STREET,Brooklyn,NY,11229,-73.95279,40.595154,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"2,000",736,1920,"625,000",1/26/17
841,121 FORBELL STREET,Brooklyn,NY,11208,-73.864525,40.68028,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"2,000","2,128",1905,"625,000",1/30/17
842,1855 TROY AVENUE,Brooklyn,NY,11234,-73.933556,40.62698,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,325","1,656",1935,"625,000",4/26/17
843,1410 EAST 85TH STREET,Brooklyn,NY,11236,-73.900215,40.62941,CANARSIE,02 TWO FAMILY DWELLINGS,"1,800","1,944",1960,"625,000",4/28/17
844,514 17TH STREET,Brooklyn,NY,11215,-73.98171,40.657925,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS,"2,003","2,048",1910,625000,4/28/17
845,3420 AVENUE T,Brooklyn,NY,11234,-73.93079,40.607285,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,600","1,700",1940,"625,000",5/1/17
846,2258 WEST 1ST STREET,Brooklyn,NY,11223,-73.97166,40.593063,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"1,640","1,980",1920,"625,000",5/8/17
847,1114 EAST 72ND STREET,Brooklyn,NY,11234,-73.91481,40.626507,BERGEN BEACH,02 TWO FAMILY DWELLINGS,"2,865","1,372",1986,"625,000",5/10/17
848,1320 PROSPECT PLACE,Brooklyn,NY,11213,-73.93271,40.673363,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"1,800","1,070",1899,"625,000",5/10/17
849,1771 EAST 36TH STREET,Brooklyn,NY,11234,-73.93556,40.613537,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,800","1,064",1925,"626,000",5/18/17
850,1614 WEST 7TH STREET,Brooklyn,NY,11223,-73.98063,40.60757,GRAVESEND,01 ONE FAMILY DWELLINGS,"1,150","1,020",1930,"628,000",1/23/17
851,421 GLENMORE AVENUE,Brooklyn,NY,11207,-73.89466,40.673386,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"2,865","2,584",2000,"630,000",1/3/17
852,38 OLIVER STREET,Brooklyn,NY,11209,-74.03907,40.619465,BAY RIDGE,01 ONE FAMILY DWELLINGS,"2,500","1,472",1925,"630,000",1/10/17
853,1342 EAST 37 STREET,Brooklyn,NY,11210,-73.93946,40.623344,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,500","1,200",1920,"630,000",1/24/17
854,287 LINCOLN AVENUE,Brooklyn,NY,11208,-73.869095,40.6829,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"1,750","2,128",1910,"630,000",1/31/17
855,2578 EAST 21ST STREET,Brooklyn,NY,11235,-73.9485,40.58956,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"2,625","1,408",1930,"630,000",2/13/17
856,926 EAST 89TH STREET,Brooklyn,NY,11236,-73.90619,40.639233,CANARSIE,02 TWO FAMILY DWELLINGS,"2,183","1,720",1930,"630,000",2/15/17
857,239 HIGHLAND BOULEVARD,Brooklyn,NY,11207,-73.89291,40.68226,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,"1,978","1,800",1925,"630,000",3/6/17
858,1580 EAST 36TH STREET,Brooklyn,NY,11234,-73.93906,40.616657,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,000","1,552",1935,"630,000",4/27/17
859,2075 EAST 52ND STREET,Brooklyn,NY,11234,-73.922195,40.610573,OLD MILL BASIN,02 TWO FAMILY DWELLINGS,"1,983","1,748",1960,"630,000",5/26/17
860,56 PARKWAY COURT,Brooklyn,NY,11235,-73.96426,40.589756,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,"1,800","1,869",1945,"630,500",3/3/17
861,443 LIBERTY AVENUE,Brooklyn,NY,11207,-73.89346,40.67486,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"1,500","2,400",1901,"633,000",3/10/17
862,119 NEW JERSEY AVENUE,Brooklyn,NY,11207,-73.89609,40.67686,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,500","2,400",2005,"633,163",3/27/17
863,9023 AVENUE A,Brooklyn,NY,11236,-73.91794,40.651295,CANARSIE,02 TWO FAMILY DWELLINGS,"2,256","2,154",1945,"635,000",2/16/17
864,1791 FULTON STREET,Brooklyn,NY,11233,-73.92749,40.679195,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,"1,415","1,549",1910,"635,000",2/21/17
865,1049 BARBEY STREET,Brooklyn,NY,11207,-73.879814,40.657063,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"1,783","1,836",1960,"635,000",4/24/17
866,1190 NEW YORK AVENUE,Brooklyn,NY,11203,-73.94594,40.644005,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,050","1,616",1910,"635,000",5/3/17
867,148A HULL ST,Brooklyn,NY,11233,-73.90989,40.679646,OCEAN HILL,02 TWO FAMILY DWELLINGS,"1,500","2,167",1915,"635,000",5/11/17
868,4301 AVENUE I,Brooklyn,NY,11210,-73.93479,40.6301,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"1,950","1,870",1920,"635,756",3/1/17
869,436 WYONA STREET,Brooklyn,NY,11207,-73.89193,40.66795,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"2,000","3,000",1899,"636,000",1/6/17
870,687 RUTLAND ROAD,Brooklyn,NY,11203,-73.93796,40.66019,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,"4,000","1,010",1910,"636,000",4/25/17
871,1120 EAST 14TH STREET,Brooklyn,NY,11230,-73.96176,40.622086,MIDWOOD,01 ONE FAMILY DWELLINGS,"1,700","1,426",1910,"636,406",2/28/17
872,3602 AVENUE S,Brooklyn,NY,11234,-73.93127,40.60979,MARINE PARK,02 TWO FAMILY DWELLINGS,"1,600","1,520",1940,"638,000",2/1/17
873,2039 MILL AVENUE,Brooklyn,NY,11234,-73.914955,40.616405,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,"3,000","1,840",1930,"638,500",3/28/17
874,1230 BERGEN AVENUE,Brooklyn,NY,11234,-73.91261,40.627186,BERGEN BEACH,03 THREE FAMILY DWELLINGS,"3,050","3,580",1970,"638,977",3/16/17
875,939 EAST 106 STREET,Brooklyn,NY,11236,-73.893234,40.64731,CANARSIE,02 TWO FAMILY DWELLINGS,"2,000","2,320",1960,"640,000",4/6/17
876,186 MONTAUK AVENUE,Brooklyn,NY,11208,-73.87814,40.67491,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"2,500","3,000",2006,"640,000",4/21/17
877,9204 AVENUE L,Brooklyn,NY,11236,-73.89886,40.63637,CANARSIE,01 ONE FAMILY DWELLINGS,"1,656","1,944",1931,"640,000",4/24/17
878,206 FOUNTAIN AVENUE,Brooklyn,NY,11208,-73.87533,40.67511,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"1,249","2,130",2005,"640,000",4/25/17
879,730 EAST 96TH STREET,Brooklyn,NY,11236,-73.91067,40.651398,CANARSIE,02 TWO FAMILY DWELLINGS,"2,893","2,816",1960,"640,000",5/4/17
880,706 REMSEN AVENUE,Brooklyn,NY,11236,-73.916916,40.650055,CANARSIE,02 TWO FAMILY DWELLINGS,"2,700","2,183",1935,"640,000",5/22/17
881,2302 60TH STREET,Brooklyn,NY,11204,-73.976105,40.615284,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"1,750","1,729",1930,"641,709",5/18/17
882,1566 WEST 4TH STREET,Brooklyn,NY,11204,-73.97795,40.609196,GRAVESEND,02 TWO FAMILY DWELLINGS,"2,667","1,330",1920,"642,500",4/7/17
883,1651 EAST 35 STREET,Brooklyn,NY,11234,-73.93843,40.61497,MARINE PARK,01 ONE FAMILY DWELLINGS,"1,800","1,064",1925,"642,500",5/12/17
884,991 WILLMOHR STREET,Brooklyn,NY,11212,-73.92095,40.65496,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS,"2,000","3,440",1950,"645,000",1/25/17
885,119 EAST 35TH STREET,Brooklyn,NY,11203,-73.9449,40.652355,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"1,980","1,482",1910,"645,000",3/10/17
886,764 NEW JERSEY AVE,Brooklyn,NY,11207,-73.891205,40.660755,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"1,853","1,444",1925,"648,000",3/31/17
887,1746 SCHENECTADY AVENUE,Brooklyn,NY,11234,-73.93097,40.629757,FLATLANDS,01 ONE FAMILY DWELLINGS,"3,425","1,459",1935,"649,000",3/2/17
888,1272 EAST 95TH STREET,Brooklyn,NY,11236,-73.89973,40.64022,CANARSIE,02 TWO FAMILY DWELLINGS,"5,000","1,440",1899,"650,000",1/4/17
889,1915 ALBANY AVENUE,Brooklyn,NY,11210,-73.93643,40.626904,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","1,520",1930,"650,000",1/11/17
890,2183 EAST 33RD STREET,Brooklyn,NY,11234,-73.93026,40.60543,MARINE PARK,03 THREE FAMILY DWELLINGS,"2,300",968,1935,"650,000",1/19/17
891,71 RIDGEWOOD AVENUE,Brooklyn,NY,11207,-73.886375,40.682583,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,000","2,448",1920,"650,000",1/25/17
892,495 LIBERTY AVENUE,Brooklyn,NY,11207,-73.89152,40.675148,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"2,500","1,716",1901,"650,000",1/31/17
893,1308 EAST 69TH STREET,Brooklyn,NY,11234,-73.913925,40.62344,BERGEN BEACH,01 ONE FAMILY DWELLINGS,"2,703","1,800",2005,"650,000",2/1/17
894,448 LOGAN STREET,Brooklyn,NY,11208,-73.876305,40.675217,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"2,000","1,800",1920,"650,000",2/7/17
896,2536 EAST 64TH STREET,Brooklyn,NY,11234,-73.90926,40.60964,MILL BASIN,01 ONE FAMILY DWELLINGS,"4,092","1,869",1960,"650,000",2/27/17
897,1263 OVINGTON AVENUE,Brooklyn,NY,11219,-74.0043,40.624645,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,"2,160","2,580",1925,"650,000",3/8/17
898,2209 EAST 29TH STREET,Brooklyn,NY,11229,-73.94241,40.597847,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"1,600","1,612",1940,"650,000",3/8/17
899,911 ELTON STREET,Brooklyn,NY,11208,-73.87717,40.660763,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"2,000","1,472",1920,"650,000",3/9/17
900,21 EAST 53RD STREET,Brooklyn,NY,11203,-73.92829,40.659687,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,"5,537","2,200",1940,"650,000",3/9/17
901,2470 EAST 3RD STREET,Brooklyn,NY,11223,-73.96723,40.58968,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"2,000","2,085",1940,"650,000",3/17/17
902,574 EAST 91ST STREET,Brooklyn,NY,11236,-73.91837,40.652554,CANARSIE,03 THREE FAMILY DWELLINGS,"3,000","3,840",1920,"650,000",3/30/17
903,390 E 35 ST,Brooklyn,NY,11203,-73.94421,40.645695,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,"2,000","1,928",1920,"650,000",3/31/17
904,2412 MCDONALD AVENUE,Brooklyn,NY,11223,-73.97373,40.593452,GRAVESEND,02 TWO FAMILY DWELLINGS,"2,788","1,582",1910,"650,000",3/31/17
905,1411 EAST 84TH STREET,Brooklyn,NY,11236,-73.90095,40.628933,CANARSIE,02 TWO FAMILY DWELLINGS,"1,800","1,944",1960,"650,000",4/4/17
906,1483 BLAKE AVENUE,Brooklyn,NY,11208,-73.86162,40.672684,EAST NEW YORK,02 TWO FAMILY DWELLINGS,"3,907","2,420",1930,"650,000",4/19/17
907,1418 HANCOCK STREET,Brooklyn,NY,11237,-73.9078,40.69566,WYCKOFF HEIGHTS,02 TWO FAMILY DWELLINGS,"2,000","3,300",1910,650000,4/20/17
