ID,ADDRESS,CITY,STATE,ZIP CODE,LNG,LAT,NEIGHBORHOOD,BUILDING CLASS CATEGORY,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
1295,1052 EAST 29TH STREET,Brooklyn,NY,11210,-73.94764,40.62541,MIDWOOD,01 ONE FAMILY DWELLINGS,"2,000","1,209",1925,"800,000",5/16/17
1296,356 AVENUE W,Brooklyn,NY,11223,-73.96992,40.592735,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"2,017","2,112",1950,"800,000",5/26/17
1297,1968 WEST 9TH STREET,Brooklyn,NY,11223,-73.98094,40.599255,GRAVESEND,01 ONE FAMILY DWELLINGS,"1,950","1,104",1930,"801,000",5/24/17
1298,326A MADISON ST,Brooklyn,NY,11216,-73.94559,40.685287,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,250","1,689",1915,"801,899",2/13/17
1299,4562 BEDFORD AVE,Brooklyn,NY,11235,-73.94476,40.590023,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,183","1,653",1930,"805,000",4/20/17
1300,4735 BEDFORD AVENUE,Brooklyn,NY,11235,-73.944046,40.58629,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"1,710","1,732",1940,"808,500",5/11/17
1301,1637 WEST 2ND STREET,Brooklyn,NY,11223,-73.97575,40.607662,GRAVESEND,01 ONE FAMILY DWELLINGS,"1,817","1,207",1925,"808,800",5/4/17
1302,1024 76TH STREET,Brooklyn,NY,11228,-74.01404,40.62331,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"1,783","1,170",1930,"810,000",2/17/17
1303,1120 EAST 32ND STREET,Brooklyn,NY,11210,-73.94439,40.623997,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,667","1,408",1925,"810,000",2/28/17
1304,321 EAST 9TH STREET,Brooklyn,NY,11218,-73.970146,40.640686,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"1,800","2,616",1925,"810,000",2/28/17
1305,6219 23RD AVENUE,Brooklyn,NY,11204,-73.97754,40.614082,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,000","2,016",1925,"810,000",3/24/17
1306,1133 EAST 15 STREET,Brooklyn,NY,11230,-73.96077,40.621944,MIDWOOD,02 TWO FAMILY DWELLINGS,"1,269","1,352",1901,"810,000",5/15/17
1307,241 EAST 32ND STREET,Brooklyn,NY,11226,-73.94699,40.644676,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS,"2,000","3,300",1910,"812,500",4/18/17
1308,615 GREENWOOD AVENUE,Brooklyn,NY,11218,-73.97563,40.65151,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS,"1,800","1,644",1910,814600,3/21/17
1309,710A MONROE STREET,Brooklyn,NY,11221,-73.92824,40.688034,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,"1,433","1,377",1899,"815,000",1/17/17
1310,224 BAY 23RD STREET,Brooklyn,NY,11214,-74.00367,40.600574,BATH BEACH,01 ONE FAMILY DWELLINGS,"1,983","1,420",1945,"815,000",1/27/17
1311,765 QUINCY STREET,Brooklyn,NY,11221,-73.927925,40.68958,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","2,268",1899,"815,000",1/31/17
1312,3023 AVENUE T,Brooklyn,NY,11229,-73.938614,40.603096,MADISON,01 ONE FAMILY DWELLINGS,"2,200","1,256",1910,"815,000",2/3/17
1313,248 EAST 9TH STREET,Brooklyn,NY,11218,-73.970505,40.6425,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"2,100","1,624",1910,"815,000",3/3/17
1314,1933 EAST 18TH STREET,Brooklyn,NY,11229,-73.95426,40.602947,MADISON,01 ONE FAMILY DWELLINGS,"2,333","1,312",1905,"815,000",3/6/17
1315,1219 EAST 31ST STREET,Brooklyn,NY,11210,-73.944855,40.621548,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","1,358",1915,"815,000",4/3/17
1316,2216 EAST 26TH STREET,Brooklyn,NY,11229,-73.945175,40.597374,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,000","1,955",1935,"815,000",4/5/17
1317,1992 NOSTRAND AVENUE,Brooklyn,NY,11210,-73.948105,40.637054,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS,"2,000","3,300",1933,"818,587",5/22/17
1318,8817 BAY 16TH STREET,Brooklyn,NY,11214,-74.00879,40.603638,BATH BEACH,02 TWO FAMILY DWELLINGS,"1,643","1,464",1930,"820,000",1/3/17
1319,1143 74TH STREET,Brooklyn,NY,11228,-74.01023,40.622986,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"1,700","1,326",1925,"820,000",1/10/17
1320,1652 EAST 32 STREET,Brooklyn,NY,11234,-73.94055,40.613552,MARINE PARK,02 TWO FAMILY DWELLINGS,"2,500","1,600",1930,"820,000",1/20/17
1321,1078 EAST 32ND STREET,Brooklyn,NY,11210,-73.94462,40.6252,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,000","2,204",1925,"820,000",2/16/17
1322,2139 EAST 16TH STREET,Brooklyn,NY,11229,-73.95531,40.59808,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"4,000","2,080",1925,"820,000",2/28/17
1323,2086 DEAN STREET,Brooklyn,NY,11233,-73.918465,40.675156,OCEAN HILL,02 TWO FAMILY DWELLINGS,"2,144","2,551",2003,"820,000",3/3/17
1324,259 EAST 5TH STREET,Brooklyn,NY,11218,-73.97605,40.646286,KENSINGTON,03 THREE FAMILY DWELLINGS,"3,333","2,086",1925,"820,000",3/8/17
1325,1971 EAST 17TH STREET,Brooklyn,NY,11229,-73.95508,40.602062,MADISON,02 TWO FAMILY DWELLINGS,"1,600","2,260",1920,"820,000",4/4/17
1326,1915 66TH STREET,Brooklyn,NY,11204,-73.98824,40.61699,BENSONHURST,02 TWO FAMILY DWELLINGS,"1,700","1,518",1925,"820,000",4/19/17
1327,1345 JEFFERSON AVENUE,Brooklyn,NY,11221,-73.91097,40.69364,BUSHWICK,03 THREE FAMILY DWELLINGS,"1,900","2,565",1905,"821,000",5/8/17
1328,6703 13TH AVENUE,Brooklyn,NY,11219,-74.00279,40.624752,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,"2,000","2,160",1920,"824,200",1/20/17
1329,3216 FARRAGUT ROAD,Brooklyn,NY,11210,-73.94589,40.6364,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"3,417","1,800",1920,"825,000",2/2/17
1330,926A LAFAYETTE AVENUE,Brooklyn,NY,11221,-73.93578,40.69166,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,067","2,001",1899,"825,000",3/2/17
1331,2721 EAST 21ST STREET,Brooklyn,NY,11235,-73.947784,40.585846,SHEEPSHEAD BAY,03 THREE FAMILY DWELLINGS,"6,100","2,883",1920,"825,000",3/29/17
1332,41 SOUTHGATE COURT,Brooklyn,NY,11223,-73.972206,40.59107,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,"3,000","1,820",1955,"825,000",4/21/17
1333,1308 CARROLL STREET,Brooklyn,NY,11213,-73.945915,40.666912,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,"2,555","2,472",1905,"827,500",2/2/17
1334,39 BRIGHTON 6 COURT,Brooklyn,NY,11235,-73.96257,40.580776,BRIGHTON BEACH,02 TWO FAMILY DWELLINGS,"1,800","2,772",1910,"828,802",3/29/17
1335,1967 BAY RIDGE PARKWAY,Brooklyn,NY,11204,-73.992546,40.61132,BENSONHURST,02 TWO FAMILY DWELLINGS,"4,000","2,109",1930,"830,000",1/18/17
1336,1967 BAY RIDGE PARKWAY,Brooklyn,NY,11204,-73.992546,40.61132,BENSONHURST,02 TWO FAMILY DWELLINGS,"4,000","2,109",1930,"830,000",1/18/17
1337,1970 BERGEN STREET,Brooklyn,NY,11233,-73.915596,40.674217,OCEAN HILL,02 TWO FAMILY DWELLINGS,"2,555","1,840",1901,"830,000",2/2/17
1338,160 WEIRFIELD STREET,Brooklyn,NY,11221,-73.912186,40.690002,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","3,000",1920,"830,000",2/13/17
1339,1308 EAST 37TH STREET,Brooklyn,NY,11210,-73.939606,40.624077,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,000","2,208",1920,"830,000",3/15/17
1340,119 AVENUE I,Brooklyn,NY,11230,-73.97597,40.626007,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"1,584","2,286",1925,"830,000",3/15/17
1341,147 MOFFAT STREET,Brooklyn,NY,11207,-73.90711,40.686836,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","2,160",1910,"830,000",3/24/17
1342,1706 DEKALB AVENUE,Brooklyn,NY,11237,-73.9177,40.705803,WYCKOFF HEIGHTS,01 ONE FAMILY DWELLINGS,"1,800","1,224",1940,830000,3/30/17
1343,2549 EAST 28TH STREET,Brooklyn,NY,11235,-73.941956,40.590427,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"3,000","1,584",1920,"830,000",4/26/17
1344,2750 EAST 23RD STREET,Brooklyn,NY,11235,-73.94539,40.58581,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,840","2,695",1901,"830,000",5/2/17
1345,4714 AVENUE N,Brooklyn,NY,11234,-73.929596,40.61878,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,"1,950","1,800",1931,"830,000",5/9/17
1346,8630 FT HAMILTON PARKWAY,Brooklyn,NY,11209,-74.02466,40.620228,BAY RIDGE,02 TWO FAMILY DWELLINGS,"2,764","2,600",1925,"830,000",5/24/17
1347,4004 AVENUE P,Brooklyn,NY,11234,-73.935646,40.61819,MARINE PARK,01 ONE FAMILY DWELLINGS,"4,000","1,536",1920,"831,500",4/26/17
1348,154 ELDERT LANE,Brooklyn,NY,11208,-73.867195,40.687416,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,"2,476","2,224",2016,"832,928",3/2/17
1349,1245 EAST 35TH STREET,Brooklyn,NY,11210,-73.94146,40.62377,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"2,500","2,160",1920,"835,000",1/19/17
1350,4598 BEDFORD AVENUE,Brooklyn,NY,11235,-73.94466,40.589462,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"1,800","1,813",1930,"835,000",2/16/17
1351,562 BAY RIDGE AVE,Brooklyn,NY,11220,-74.01933,40.632694,BAY RIDGE,01 ONE FAMILY DWELLINGS,"1,958",992,1920,"835,000",3/28/17
1352,8941 16TH AVENUE,Brooklyn,NY,11214,-74.0141,40.603287,BATH BEACH,02 TWO FAMILY DWELLINGS,"2,017","1,240",1940,"835,000",5/22/17
1353,251 45TH STREET,Brooklyn,NY,11220,-74.012886,40.65122,BUSH TERMINAL,02 TWO FAMILY DWELLINGS,"1,761","1,680",1920,"838,000",4/7/17
1354,1031 76TH STREET,Brooklyn,NY,11228,-74.013916,40.62325,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"1,800","1,288",1925,"838,000",4/25/17
1355,2403 DEAN STREET,Brooklyn,NY,11233,-73.90777,40.674583,OCEAN HILL,02 TWO FAMILY DWELLINGS,"2,143","2,064",1901,"840,000",1/19/17
1356,286 BATTERY AVENUE,Brooklyn,NY,11209,-74.026474,40.612785,BAY RIDGE,01 ONE FAMILY DWELLINGS,"1,476","1,584",1955,"840,000",2/9/17
1357,2120 62ND STREET,Brooklyn,NY,11204,-73.981316,40.61657,BOROUGH PARK,03 THREE FAMILY DWELLINGS,"2,500","2,560",1920,"840,000",5/10/17
1358,624 VERMONT STREET,Brooklyn,NY,11207,-73.891884,40.66403,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"2,367","1,890",1910,"840,000",5/12/17
1359,2324 BURNETT STREET,Brooklyn,NY,11229,-73.93122,40.600594,MARINE PARK,01 ONE FAMILY DWELLINGS,"7,000","1,850",1960,"840,000",5/24/17
1360,8929 16TH AVENUE,Brooklyn,NY,11214,-74.014015,40.60338,BATH BEACH,01 ONE FAMILY DWELLINGS,"1,944","1,188",1940,"848,000",2/3/17
1361,1944 65TH STREET,Brooklyn,NY,11204,-73.98706,40.61724,BENSONHURST,01 ONE FAMILY DWELLINGS,"2,500","1,600",1930,"850,000",1/10/17
1362,1775 EASTERN PARKWAY,Brooklyn,NY,11233,-73.90984,40.67414,OCEAN HILL,03 THREE FAMILY DWELLINGS,"1,779","3,039",2006,"850,000",1/11/17
1363,5920 BAY PARKWAY,Brooklyn,NY,11204,-73.97801,40.617146,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,500","1,600",1920,"850,000",2/3/17
1364,162 MOFFAT STREET,Brooklyn,NY,11207,-73.90681,40.687126,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","2,160",1910,"850,000",2/7/17
1365,1040 JEFFERSON AVENUE,Brooklyn,NY,11221,-73.916916,40.68762,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,800","2,700",1920,"850,000",2/13/17
1366,2235 WEST 1ST STREET,Brooklyn,NY,11223,-73.97181,40.593937,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"1,975","1,440",1930,"850,000",2/14/17
1367,369 LENOX ROAD,Brooklyn,NY,11226,-73.94793,40.654285,FLATBUSH-NORTH,03 THREE FAMILY DWELLINGS,"4,375","2,970",1920,"850,000",2/15/17
1368,1144 53RD STREET,Brooklyn,NY,11219,-73.99785,40.634834,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,454","2,400",1920,"850,000",3/2/17
1369,291 BAY 13TH STREET,Brooklyn,NY,11214,-74.01225,40.60396,BATH BEACH,01 ONE FAMILY DWELLINGS,"2,062","1,240",1940,"850,000",3/3/17
1370,2576 EAST 19TH STREET,Brooklyn,NY,11235,-73.95065,40.58895,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"1,650","1,776",1935,"850,000",3/10/17
1371,454 EAST NEW YORK AVENUE,Brooklyn,NY,11225,-73.94679,40.661804,FLATBUSH-NORTH,02 TWO FAMILY DWELLINGS,"2,000","2,665",1915,"850,000",3/13/17
1372,96 PILLING STREET,Brooklyn,NY,11207,-73.9069,40.684643,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","3,180",1905,"850,000",3/28/17
1373,1660 NOSTRAND AVENUE,Brooklyn,NY,11226,-73.94902,40.645607,FLATBUSH-CENTRAL,03 THREE FAMILY DWELLINGS,"2,000","2,820",1910,"850,000",4/6/17
1374,443 LAKE STREET,Brooklyn,NY,11223,-73.974785,40.59302,GRAVESEND,02 TWO FAMILY DWELLINGS,"2,325",960,1930,"850,000",4/21/17
1375,933 GREENE AVENUE,Brooklyn,NY,11221,-73.929924,40.69085,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","2,160",1899,"850,000",4/25/17
1376,1741 PACIFIC STREET,Brooklyn,NY,11213,-73.931984,40.67669,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"3,050","1,600",1923,"850,000",4/28/17
1377,972A ST JOHNS PLACE,Brooklyn,NY,11213,-73.94604,40.671402,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,371","2,348",1915,"850,000",5/10/17
1378,1250 38TH STREET,Brooklyn,NY,11218,-73.98679,40.641834,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"2,284","1,252",1901,"850,000",5/23/17
1379,67 MOTHER GASTON BLVD,Brooklyn,NY,11233,-73.90831,40.679287,OCEAN HILL,03 THREE FAMILY DWELLINGS,"1,800","2,994",1910,"850,000",5/23/17
1380,234 ST NICHOLAS AVENUE,Brooklyn,NY,11237,-73.91392,40.702953,WYCKOFF HEIGHTS,03 THREE FAMILY DWELLINGS,"1,800","2,700",1920,850000,5/23/17
1381,1650 72ND STREET,Brooklyn,NY,11204,-73.99779,40.617275,BENSONHURST,01 ONE FAMILY DWELLINGS,"1,750","1,110",1930,"850,000",5/25/17
1382,266 VAN SICLEN AVENUE,Brooklyn,NY,11207,-73.890526,40.6735,EAST NEW YORK,03 THREE FAMILY DWELLINGS,"2,500","2,040",2007,"850,000",5/26/17
1383,765 MARCY AVENUE,Brooklyn,NY,11216,-73.947655,40.687603,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,530","2,160",1899,"851,768",1/6/17
1384,137 WEIRFIELD STREET,Brooklyn,NY,11221,-73.91262,40.68957,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,767","2,385",1910,"853,053",4/6/17
1385,7421 AVENUE W,Brooklyn,NY,11234,-73.90149,40.61808,BERGEN BEACH,01 ONE FAMILY DWELLINGS,"4,275","1,696",1920,"855,000",2/17/17
1386,1136 HANCOCK STREET,Brooklyn,NY,11221,-73.91316,40.6902,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","3,000",1910,"855,255",1/24/17
1387,597 EAST 8TH STREET,Brooklyn,NY,11218,-73.97013,40.635586,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,"3,000","1,394",1930,"857,000",1/27/17
1388,1476 PROSPECT PLACE,Brooklyn,NY,11213,-73.927284,40.673065,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"1,319","1,932",1945,"857,000",4/19/17
1389,461 SARATOGA AVE,Brooklyn,NY,11233,-73.91705,40.670322,OCEAN HILL,03 THREE FAMILY DWELLINGS,"1,440","3,240",1918,"857,750",4/25/17
1390,1274 71ST STREET,Brooklyn,NY,11228,-74.00569,40.62296,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"1,014","1,600",1950,"858,000",2/28/17
1391,3302 AVENUE N,Brooklyn,NY,11234,-73.943054,40.61743,MARINE PARK,01 ONE FAMILY DWELLINGS,"2,557","2,520",1925,"860,000",1/19/17
1392,1641 84TH STREET,Brooklyn,NY,11214,-74.00491,40.610756,BENSONHURST,03 THREE FAMILY DWELLINGS,900,"1,200",1935,"860,000",2/15/17
1393,8021 14TH AVE,Brooklyn,NY,11228,-74.008316,40.61599,BENSONHURST,02 TWO FAMILY DWELLINGS,"1,260","1,152",1920,"860,000",3/6/17
1394,2334 EAST 26TH STREET,Brooklyn,NY,11229,-73.94467,40.594715,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,200","1,890",1940,"860,000",3/29/17
1395,1213 EAST 34TH STREET,Brooklyn,NY,11210,-73.94286,40.62602,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,100","1,922",1925,"860,000",4/3/17
1396,1380 STERLING PLACE,Brooklyn,NY,11213,-73.932785,40.671574,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,100","3,492",1899,"860,000",4/28/17
1397,2401 EAST 23RD STREET,Brooklyn,NY,11235,-73.94723,40.592903,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,000","2,280",1955,"862,888",1/10/17
1398,397 EAST 8TH STREET,Brooklyn,NY,11218,-73.97099,40.64017,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"3,000","1,495",1905,"865,000",1/19/17
1399,3344 SHORE PARKWAY,Brooklyn,NY,11235,-73.951324,40.584312,SHEEPSHEAD BAY,03 THREE FAMILY DWELLINGS,"1,800","1,888",1920,"865,000",1/26/17
1400,553 KOSCIUSZKO STREET,Brooklyn,NY,11221,-73.93219,40.692837,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,550","1,953",1899,"865,000",3/9/17
1401,1943 66TH STREET,Brooklyn,NY,11204,-73.98772,40.61667,BENSONHURST,01 ONE FAMILY DWELLINGS,"1,700","1,518",1925,"868,000",3/23/17
1402,494 EAST 7TH,Brooklyn,NY,11218,-73.972015,40.63971,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"2,667","2,147",1925,"868,500",2/28/17
1403,533 QUINCY STREET,Brooklyn,NY,11221,-73.93805,40.688416,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,667","3,000",1899,"870,000",1/12/17
1404,800 LEXINGTON AVENUE,Brooklyn,NY,11221,-73.927086,40.69042,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,900","2,394",1899,"870,000",1/13/17
1405,262 PALMETTO ST,Brooklyn,NY,11221,-73.914566,40.69593,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,700","2,040",1910,"870,000",1/19/17
1406,37 BAY 40TH STREET,Brooklyn,NY,11214,-73.98724,40.596714,GRAVESEND,01 ONE FAMILY DWELLINGS,"1,740","1,116",1950,"870,000",2/14/17
1407,354 86TH STREET,Brooklyn,NY,11209,-74.029594,40.623096,BAY RIDGE,01 ONE FAMILY DWELLINGS,"1,917","1,633",1925,"870,000",3/28/17
1408,874 HANCOCK STREET,Brooklyn,NY,11233,-73.92028,40.685947,OCEAN HILL,02 TWO FAMILY DWELLINGS,"1,600","2,400",1910,"875,000",2/14/17
1409,219 DAHLGREN PLACE,Brooklyn,NY,11228,-74.02653,40.614635,BAY RIDGE,01 ONE FAMILY DWELLINGS,"2,506","2,268",1930,"875,000",2/21/17
1410,2110 AVENUE X,Brooklyn,NY,11235,-73.94896,40.59288,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"2,000","2,600",1930,"875,000",2/28/17
1411,2338 EAST 13TH STREET,Brooklyn,NY,11229,-73.95728,40.593452,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"1,800","1,939",1960,"875,000",3/7/17
1412,1263 PUTNAM AVENUE,Brooklyn,NY,11221,-73.91461,40.69232,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,910","2,850",1990,"875,000",3/16/17
1413,89A COOPER ST,Brooklyn,NY,11207,-73.90903,40.686077,BUSHWICK,03 THREE FAMILY DWELLINGS,"1,600","2,592",2007,"875,000",3/22/17
1414,22 GELSTON AVENUE,Brooklyn,NY,11209,-74.025795,40.620487,BAY RIDGE,02 TWO FAMILY DWELLINGS,"2,730","2,160",1925,"880,000",1/12/17
1415,75 ELDERT STREET,Brooklyn,NY,11207,-73.91265,40.687157,BUSHWICK,03 THREE FAMILY DWELLINGS,"2,000","3,900",1899,"880,000",1/19/17
1416,64 KOSCIUSZKO STREET,Brooklyn,NY,11205,-73.95259,40.69048,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","1,936",1899,"880,000",1/26/17
1417,937 BAY RIDGE AVENUE,Brooklyn,NY,11219,-74.01182,40.628494,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"2,200","1,400",1915,"880,000",3/1/17
1418,1257 74TH STREET,Brooklyn,NY,11228,-74.00777,40.621494,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"2,000","1,632",1920,"880,000",4/4/17
1419,2516 AVENUE W,Brooklyn,NY,11229,-73.945564,40.595417,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"3,200","1,967",1940,"880,000",4/7/17
1420,226 HIGHLAWN AVENUE,Brooklyn,NY,11223,-73.97747,40.60362,GRAVESEND,02 TWO FAMILY DWELLINGS,"1,962","2,287",1955,"880,000",4/18/17
1421,740 PROSPECT PLACE,Brooklyn,NY,11216,-73.95168,40.674393,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,"1,458","1,954",1935,"880,000",4/27/17
1422,233 WOODBINE STREET,Brooklyn,NY,11221,-73.9142,40.695126,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,950","2,634",1910,"885,000",1/17/17
1423,1422 EAST 29 STREET,Brooklyn,NY,11210,-73.94595,40.616463,MIDWOOD,01 ONE FAMILY DWELLINGS,"3,250","1,422",1920,"885,000",3/28/17
1424,1176 EAST 32ND STREET,Brooklyn,NY,11210,-73.944176,40.62285,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"2,000","1,378",1920,"885,000",4/4/17
1425,7323 AVENUE V,Brooklyn,NY,11234,-73.904015,40.619255,BERGEN BEACH,01 ONE FAMILY DWELLINGS,"4,000","2,080",1975,"885,000",5/2/17
1426,357 ADELPHI STREET,Brooklyn,NY,11238,-73.97057,40.68674,FORT GREENE,03 THREE FAMILY DWELLINGS,"2,100","3,780",1910,"888,000",1/26/17
1427,4596 BEDFORD AVENUE,Brooklyn,NY,11235,-73.944664,40.589493,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,300","2,115",1930,"888,000",5/31/17
1428,2014 WEST 7TH STREET,Brooklyn,NY,11223,-73.97885,40.5982,GRAVESEND,02 TWO FAMILY DWELLINGS,"1,172","1,596",1925,"889,000",2/23/17
1429,1527 WEST 3RD STREET,Brooklyn,NY,11204,-73.97717,40.610176,GRAVESEND,02 TWO FAMILY DWELLINGS,"2,000","1,790",1920,"890,000",1/10/17
1430,2224 AVENUE R,Brooklyn,NY,11229,-73.9505,40.60659,MADISON,01 ONE FAMILY DWELLINGS,"2,800","1,710",1920,"890,000",1/18/17
1431,50 EXETER STREET,Brooklyn,NY,11235,-73.948906,40.58088,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,"3,000","2,490",1950,"890,000",1/20/17
1432,4271 BEDFORD AVENUE,Brooklyn,NY,11229,-73.946175,40.597515,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,"2,000","2,180",1935,"890,000",2/6/17
1433,2520 AVENUE X,Brooklyn,NY,11235,-73.94513,40.5933,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,"2,200","2,072",1945,"890,000",2/13/17
1434,2055 WEST 5TH STREET,Brooklyn,NY,11223,-73.9767,40.59765,GRAVESEND,02 TWO FAMILY DWELLINGS,"2,000","2,112",1925,"890,000",2/21/17
1435,1250 BAY RIDGE PARKWAY,Brooklyn,NY,11228,-74.008514,40.620953,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,"1,983","1,440",1920,"890,000",2/28/17
1436,753 MONROE STREET,Brooklyn,NY,11221,-73.92633,40.688263,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,"1,667","2,001",1899,"890,000",3/23/17
1437,6821 MADELINE COURT,Brooklyn,NY,11220,-74.02741,40.637054,BAY RIDGE,01 ONE FAMILY DWELLINGS,"1,411","1,192",1925,"890,000",4/3/17
1438,1967 61ST STREET,Brooklyn,NY,11204,-73.98427,40.619278,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"1,800","1,476",1905,"890,000",4/10/17
1439,2041 EAST 22ND STREET,Brooklyn,NY,11229,-73.94977,40.601337,MADISON,01 ONE FAMILY DWELLINGS,"2,000","1,844",1925,"890,000",4/25/17
1440,1353 76TH STREET,Brooklyn,NY,11228,-74.0069,40.619007,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,"2,267","1,478",1920,"892,400",2/28/17
1441,1876 EAST 23RD STREET,Brooklyn,NY,11229,-73.949524,40.60497,MADISON,01 ONE FAMILY DWELLINGS,"2,667","1,472",1920,"894,000",1/30/17
1442,1414 EAST 29TH STREET,Brooklyn,NY,11210,-73.94599,40.616646,MIDWOOD,01 ONE FAMILY DWELLINGS,"3,250","1,439",1920,"894,000",5/15/17
1443,7510 17TH AVENUE,Brooklyn,NY,11214,-73.99848,40.614735,BENSONHURST,02 TWO FAMILY DWELLINGS,"1,656","1,368",1930,"895,000",1/4/17
1444,38 ABERDEEN ST,Brooklyn,NY,11207,-73.90618,40.681812,BUSHWICK,02 TWO FAMILY DWELLINGS,"2,000","2,100",1901,"895,000",4/13/17
1445,469A 18TH STREET,Brooklyn,NY,11215,-73.984,40.6584,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,427","1,736",1910,"900,000",1/4/17
